#Conversion of scaffold names used in genome assemblies (left) and in this manuscript (right)

scaffold1_size1318325_1_614794	scaffold1_1
scaffold18966_size1133	scaffold18966_1
scaffold18967_size1133	scaffold18967_1
scaffold18968_size1132	scaffold18968_1
scaffold18969_size1132	scaffold18969_1
scaffold18970_size1132	scaffold18970_1
scaffold18971_size1132	scaffold18971_1
scaffold18972_size1132	scaffold18972_1
scaffold18973_size1132	scaffold18973_1
scaffold18974_size1132	scaffold18974_1
scaffold18975_size1132	scaffold18975_1
scaffold18976_size1132	scaffold18976_1
scaffold18977_size1132	scaffold18977_1
scaffold18978_size1131	scaffold18978_1
scaffold18979_size1131	scaffold18979_1
scaffold18980_size1131	scaffold18980_1
scaffold18981_size1130	scaffold18981_1
scaffold18982_size1130	scaffold18982_1
scaffold18983_size1130	scaffold18983_1
scaffold18984_size1130	scaffold18984_1
scaffold18985_size1130	scaffold18985_1
scaffold18986_size1130	scaffold18986_1
scaffold18987_size1130	scaffold18987_1
scaffold18988_size1130	scaffold18988_1
scaffold18989_size1130	scaffold18989_1
scaffold18990_size1129	scaffold18990_1
scaffold18991_size1129	scaffold18991_1
scaffold18992_size1129	scaffold18992_1
scaffold18993_size1129	scaffold18993_1
scaffold18994_size1129	scaffold18994_1
scaffold18995_size1129	scaffold18995_1
scaffold18996_size1129	scaffold18996_1
scaffold18997_size1128	scaffold18997_1
scaffold18998_size1128	scaffold18998_1
scaffold18999_size1128	scaffold18999_1
scaffold19000_size1128	scaffold19000_1
scaffold19001_size1128	scaffold19001_1
scaffold19002_size1128	scaffold19002_1
scaffold19003_size1128	scaffold19003_1
scaffold19004_size1128	scaffold19004_1
scaffold19005_size1127	scaffold19005_1
scaffold19006_size1127	scaffold19006_1
scaffold19007_size1127	scaffold19007_1
scaffold19008_size1127	scaffold19008_1
scaffold19009_size1127	scaffold19009_1
scaffold19010_size1127	scaffold19010_1
scaffold19011_size1127	scaffold19011_1
scaffold19012_size1127	scaffold19012_1
scaffold19013_size1126	scaffold19013_1
scaffold19014_size1126	scaffold19014_1
scaffold19015_size1126	scaffold19015_1
scaffold19016_size1126	scaffold19016_1
scaffold19017_size1126	scaffold19017_1
scaffold19018_size1126	scaffold19018_1
scaffold19019_size1126	scaffold19019_1
scaffold19020_size1126	scaffold19020_1
scaffold19021_size1126	scaffold19021_1
scaffold19022_size1126	scaffold19022_1
scaffold19023_size1125	scaffold19023_1
scaffold19024_size1125	scaffold19024_1
scaffold19025_size1125	scaffold19025_1
scaffold19026_size1125	scaffold19026_1
scaffold19027_size1125	scaffold19027_1
scaffold19028_size1125	scaffold19028_1
scaffold19029_size1125	scaffold19029_1
scaffold19030_size1125	scaffold19030_1
scaffold19031_size1125	scaffold19031_1
scaffold19032_size1125	scaffold19032_1
scaffold19033_size1125	scaffold19033_1
scaffold19034_size1124	scaffold19034_1
scaffold19035_size1124	scaffold19035_1
scaffold19036_size1124	scaffold19036_1
scaffold19037_size1124	scaffold19037_1
scaffold19038_size1124	scaffold19038_1
scaffold19039_size1123	scaffold19039_1
scaffold19040_size1123	scaffold19040_1
scaffold19041_size1123	scaffold19041_1
scaffold19042_size1123	scaffold19042_1
scaffold19043_size1123	scaffold19043_1
scaffold19044_size1123	scaffold19044_1
scaffold19045_size1123	scaffold19045_1
scaffold19046_size1123	scaffold19046_1
scaffold19047_size1123	scaffold19047_1
scaffold19048_size1122	scaffold19048_1
scaffold19049_size1122	scaffold19049_1
scaffold19050_size1122	scaffold19050_1
scaffold19051_size1122	scaffold19051_1
scaffold19052_size1122	scaffold19052_1
scaffold19053_size1122	scaffold19053_1
scaffold19054_size1121	scaffold19054_1
scaffold19055_size1121	scaffold19055_1
scaffold19056_size1121	scaffold19056_1
scaffold19057_size1121	scaffold19057_1
scaffold19058_size1121	scaffold19058_1
scaffold19059_size1121	scaffold19059_1
scaffold19060_size1121	scaffold19060_1
scaffold19061_size1121	scaffold19061_1
scaffold19062_size1121	scaffold19062_1
scaffold19063_size1120	scaffold19063_1
scaffold19064_size1120	scaffold19064_1
scaffold19065_size1120	scaffold19065_1
scaffold19066_size1120	scaffold19066_1
scaffold19067_size1120	scaffold19067_1
scaffold19068_size1120	scaffold19068_1
scaffold19069_size1120	scaffold19069_1
scaffold19070_size1120	scaffold19070_1
scaffold19071_size1119	scaffold19071_1
scaffold19072_size1119	scaffold19072_1
scaffold19073_size1119	scaffold19073_1
scaffold19074_size1119	scaffold19074_1
scaffold19075_size1119	scaffold19075_1
scaffold19076_size1119	scaffold19076_1
scaffold19077_size1118	scaffold19077_1
scaffold19078_size1118	scaffold19078_1
scaffold19079_size1118	scaffold19079_1
scaffold19080_size1118	scaffold19080_1
scaffold19081_size1118	scaffold19081_1
scaffold19082_size1118	scaffold19082_1
scaffold19083_size1118	scaffold19083_1
scaffold19084_size1118	scaffold19084_1
scaffold19085_size1118	scaffold19085_1
scaffold19086_size1117	scaffold19086_1
scaffold19087_size1117	scaffold19087_1
scaffold19088_size1117	scaffold19088_1
scaffold19089_size1117	scaffold19089_1
scaffold19090_size1117	scaffold19090_1
scaffold19091_size1117	scaffold19091_1
scaffold19092_size1117	scaffold19092_1
scaffold19093_size1116	scaffold19093_1
scaffold19094_size1116	scaffold19094_1
scaffold19095_size1116	scaffold19095_1
scaffold19096_size1116	scaffold19096_1
scaffold19097_size1116	scaffold19097_1
scaffold19098_size1116	scaffold19098_1
scaffold19099_size1115	scaffold19099_1
scaffold19100_size1115	scaffold19100_1
scaffold19101_size1115	scaffold19101_1
scaffold19102_size1115	scaffold19102_1
scaffold19103_size1115	scaffold19103_1
scaffold19104_size1115	scaffold19104_1
scaffold19105_size1115	scaffold19105_1
scaffold19106_size1115	scaffold19106_1
scaffold19107_size1115	scaffold19107_1
scaffold19108_size1114	scaffold19108_1
scaffold19109_size1114	scaffold19109_1
scaffold19110_size1114	scaffold19110_1
scaffold19111_size1113	scaffold19111_1
scaffold19112_size1113	scaffold19112_1
scaffold19113_size1113	scaffold19113_1
scaffold19114_size1113	scaffold19114_1
scaffold19115_size1112	scaffold19115_1
scaffold19116_size1112	scaffold19116_1
scaffold19117_size1111	scaffold19117_1
scaffold19118_size1111	scaffold19118_1
scaffold19119_size1111	scaffold19119_1
scaffold19120_size1111	scaffold19120_1
scaffold19121_size1111	scaffold19121_1
scaffold19122_size1111	scaffold19122_1
scaffold19123_size1110	scaffold19123_1
scaffold19124_size1110	scaffold19124_1
scaffold19125_size1110	scaffold19125_1
scaffold19126_size1110	scaffold19126_1
scaffold19127_size1109	scaffold19127_1
scaffold19128_size1109	scaffold19128_1
scaffold19129_size1109	scaffold19129_1
scaffold19130_size1109	scaffold19130_1
scaffold19131_size1109	scaffold19131_1
scaffold19132_size1109	scaffold19132_1
scaffold19133_size1108	scaffold19133_1
scaffold19134_size1108	scaffold19134_1
scaffold19135_size1108	scaffold19135_1
scaffold19136_size1108	scaffold19136_1
scaffold19137_size1108	scaffold19137_1
scaffold19138_size1107	scaffold19138_1
scaffold19139_size1107	scaffold19139_1
scaffold19140_size1107	scaffold19140_1
scaffold19141_size1107	scaffold19141_1
scaffold19142_size1107	scaffold19142_1
scaffold19143_size1107	scaffold19143_1
scaffold19144_size1107	scaffold19144_1
scaffold19145_size1107	scaffold19145_1
scaffold19146_size1107	scaffold19146_1
scaffold19147_size1107	scaffold19147_1
scaffold19148_size1106	scaffold19148_1
scaffold19149_size1106	scaffold19149_1
scaffold19150_size1106	scaffold19150_1
scaffold19151_size1106	scaffold19151_1
scaffold19152_size1106	scaffold19152_1
scaffold19153_size1106	scaffold19153_1
scaffold19154_size1106	scaffold19154_1
scaffold19155_size1106	scaffold19155_1
scaffold19156_size1105	scaffold19156_1
scaffold19157_size1105	scaffold19157_1
scaffold19158_size1105	scaffold19158_1
scaffold19159_size1105	scaffold19159_1
scaffold19160_size1105	scaffold19160_1
scaffold19161_size1105	scaffold19161_1
scaffold19162_size1104	scaffold19162_1
scaffold19163_size1104	scaffold19163_1
scaffold19164_size1104	scaffold19164_1
scaffold19165_size1104	scaffold19165_1
scaffold19166_size1104	scaffold19166_1
scaffold19167_size1104	scaffold19167_1
scaffold19168_size1104	scaffold19168_1
scaffold19169_size1104	scaffold19169_1
scaffold19170_size1104	scaffold19170_1
scaffold19171_size1103	scaffold19171_1
scaffold19172_size1103	scaffold19172_1
scaffold19173_size1103	scaffold19173_1
scaffold19174_size1103	scaffold19174_1
scaffold19175_size1103	scaffold19175_1
scaffold19176_size1103	scaffold19176_1
scaffold19177_size1102	scaffold19177_1
scaffold19178_size1102	scaffold19178_1
scaffold19179_size1102	scaffold19179_1
scaffold19180_size1102	scaffold19180_1
scaffold19181_size1102	scaffold19181_1
scaffold19182_size1102	scaffold19182_1
scaffold19183_size1102	scaffold19183_1
scaffold19184_size1102	scaffold19184_1
scaffold19185_size1102	scaffold19185_1
scaffold19186_size1102	scaffold19186_1
scaffold19187_size1102	scaffold19187_1
scaffold19188_size1101	scaffold19188_1
scaffold19189_size1101	scaffold19189_1
scaffold19190_size1101	scaffold19190_1
scaffold19191_size1101	scaffold19191_1
scaffold19192_size1101	scaffold19192_1
scaffold19193_size1100	scaffold19193_1
scaffold19194_size1100	scaffold19194_1
scaffold19195_size1100	scaffold19195_1
scaffold19196_size1100	scaffold19196_1
scaffold19197_size1099	scaffold19197_1
scaffold19198_size1099	scaffold19198_1
scaffold19199_size1099	scaffold19199_1
scaffold19200_size1099	scaffold19200_1
scaffold19201_size1099	scaffold19201_1
scaffold19202_size1099	scaffold19202_1
scaffold19203_size1099	scaffold19203_1
scaffold19204_size1098	scaffold19204_1
scaffold19205_size1098	scaffold19205_1
scaffold19206_size1098	scaffold19206_1
scaffold19207_size1098	scaffold19207_1
scaffold19208_size1098	scaffold19208_1
scaffold19209_size1098	scaffold19209_1
scaffold19210_size1098	scaffold19210_1
scaffold19211_size1097	scaffold19211_1
scaffold19212_size1097	scaffold19212_1
scaffold19213_size1097	scaffold19213_1
scaffold19214_size1097	scaffold19214_1
scaffold19215_size1096	scaffold19215_1
scaffold19216_size1096	scaffold19216_1
scaffold19217_size1096	scaffold19217_1
scaffold19218_size1096	scaffold19218_1
scaffold19219_size1096	scaffold19219_1
scaffold19220_size1096	scaffold19220_1
scaffold19221_size1096	scaffold19221_1
scaffold19222_size1095	scaffold19222_1
scaffold19223_size1095	scaffold19223_1
scaffold19224_size1095	scaffold19224_1
scaffold19225_size1095	scaffold19225_1
scaffold19226_size1095	scaffold19226_1
scaffold19227_size1095	scaffold19227_1
scaffold19228_size1095	scaffold19228_1
scaffold19229_size1095	scaffold19229_1
scaffold19230_size1094	scaffold19230_1
scaffold19231_size1094	scaffold19231_1
scaffold19232_size1094	scaffold19232_1
scaffold19233_size1094	scaffold19233_1
scaffold19234_size1093	scaffold19234_1
scaffold19235_size1093	scaffold19235_1
scaffold19236_size1093	scaffold19236_1
scaffold19237_size1093	scaffold19237_1
scaffold19238_size1093	scaffold19238_1
scaffold19239_size1092	scaffold19239_1
scaffold19240_size1092	scaffold19240_1
scaffold19241_size1092	scaffold19241_1
scaffold19242_size1092	scaffold19242_1
scaffold19243_size1092	scaffold19243_1
scaffold19244_size1091	scaffold19244_1
scaffold19245_size1091	scaffold19245_1
scaffold19246_size1091	scaffold19246_1
scaffold19247_size1091	scaffold19247_1
scaffold19248_size1090	scaffold19248_1
scaffold19249_size1090	scaffold19249_1
scaffold19250_size1090	scaffold19250_1
scaffold19251_size1090	scaffold19251_1
scaffold19252_size1090	scaffold19252_1
scaffold19253_size1090	scaffold19253_1
scaffold19254_size1089	scaffold19254_1
scaffold19255_size1089	scaffold19255_1
scaffold19256_size1089	scaffold19256_1
scaffold19257_size1089	scaffold19257_1
scaffold19258_size1088	scaffold19258_1
scaffold19259_size1088	scaffold19259_1
scaffold19260_size1088	scaffold19260_1
scaffold19261_size1088	scaffold19261_1
scaffold19262_size1088	scaffold19262_1
scaffold19263_size1088	scaffold19263_1
scaffold19264_size1087	scaffold19264_1
scaffold19265_size1087	scaffold19265_1
scaffold19266_size1087	scaffold19266_1
scaffold19267_size1087	scaffold19267_1
scaffold19268_size1087	scaffold19268_1
scaffold19269_size1086	scaffold19269_1
scaffold19270_size1086	scaffold19270_1
scaffold19271_size1086	scaffold19271_1
scaffold19272_size1086	scaffold19272_1
scaffold19273_size1086	scaffold19273_1
scaffold19274_size1086	scaffold19274_1
scaffold19275_size1086	scaffold19275_1
scaffold19276_size1085	scaffold19276_1
scaffold19277_size1085	scaffold19277_1
scaffold19278_size1085	scaffold19278_1
scaffold19279_size1085	scaffold19279_1
scaffold19280_size1085	scaffold19280_1
scaffold19281_size1085	scaffold19281_1
scaffold19282_size1085	scaffold19282_1
scaffold19283_size1084	scaffold19283_1
scaffold19284_size1084	scaffold19284_1
scaffold19285_size1084	scaffold19285_1
scaffold19286_size1084	scaffold19286_1
scaffold19287_size1084	scaffold19287_1
scaffold19288_size1084	scaffold19288_1
scaffold19289_size1084	scaffold19289_1
scaffold19290_size1084	scaffold19290_1
scaffold19291_size1084	scaffold19291_1
scaffold19292_size1084	scaffold19292_1
scaffold19293_size1083	scaffold19293_1
scaffold19294_size1083	scaffold19294_1
scaffold19295_size1083	scaffold19295_1
scaffold19296_size1083	scaffold19296_1
scaffold19297_size1082	scaffold19297_1
scaffold19298_size1082	scaffold19298_1
scaffold19299_size1082	scaffold19299_1
scaffold19300_size1082	scaffold19300_1
scaffold19301_size1082	scaffold19301_1
scaffold19302_size1082	scaffold19302_1
scaffold19303_size1082	scaffold19303_1
scaffold19304_size1082	scaffold19304_1
scaffold19305_size1081	scaffold19305_1
scaffold19306_size1081	scaffold19306_1
scaffold19307_size1081	scaffold19307_1
scaffold19308_size1081	scaffold19308_1
scaffold19309_size1081	scaffold19309_1
scaffold19310_size1081	scaffold19310_1
scaffold19311_size1081	scaffold19311_1
scaffold19312_size1081	scaffold19312_1
scaffold19313_size1081	scaffold19313_1
scaffold19314_size1081	scaffold19314_1
scaffold19315_size1081	scaffold19315_1
scaffold19316_size1081	scaffold19316_1
scaffold19317_size1081	scaffold19317_1
scaffold19318_size1081	scaffold19318_1
scaffold19319_size1080	scaffold19319_1
scaffold19320_size1080	scaffold19320_1
scaffold19321_size1080	scaffold19321_1
scaffold19322_size1080	scaffold19322_1
scaffold19323_size1080	scaffold19323_1
scaffold19324_size1080	scaffold19324_1
scaffold19325_size1080	scaffold19325_1
scaffold19326_size1080	scaffold19326_1
scaffold19327_size1080	scaffold19327_1
scaffold19328_size1079	scaffold19328_1
scaffold19329_size1079	scaffold19329_1
scaffold19330_size1079	scaffold19330_1
scaffold19331_size1079	scaffold19331_1
scaffold19332_size1079	scaffold19332_1
scaffold19333_size1079	scaffold19333_1
scaffold19334_size1079	scaffold19334_1
scaffold19335_size1079	scaffold19335_1
scaffold19336_size1078	scaffold19336_1
scaffold19337_size1078	scaffold19337_1
scaffold19338_size1078	scaffold19338_1
scaffold19339_size1078	scaffold19339_1
scaffold19340_size1078	scaffold19340_1
scaffold19341_size1078	scaffold19341_1
scaffold19342_size1078	scaffold19342_1
scaffold19343_size1078	scaffold19343_1
scaffold19344_size1077	scaffold19344_1
scaffold19345_size1077	scaffold19345_1
scaffold19346_size1077	scaffold19346_1
scaffold19347_size1077	scaffold19347_1
scaffold19348_size1076	scaffold19348_1
scaffold19349_size1076	scaffold19349_1
scaffold19350_size1076	scaffold19350_1
scaffold19351_size1076	scaffold19351_1
scaffold19352_size1076	scaffold19352_1
scaffold19353_size1076	scaffold19353_1
scaffold19354_size1076	scaffold19354_1
scaffold19355_size1075	scaffold19355_1
scaffold19356_size1075	scaffold19356_1
scaffold19357_size1075	scaffold19357_1
scaffold19358_size1075	scaffold19358_1
scaffold19359_size1075	scaffold19359_1
scaffold19360_size1075	scaffold19360_1
scaffold19361_size1074	scaffold19361_1
scaffold19362_size1074	scaffold19362_1
scaffold19363_size1074	scaffold19363_1
scaffold19364_size1074	scaffold19364_1
scaffold19365_size1074	scaffold19365_1
scaffold19366_size1074	scaffold19366_1
scaffold19367_size1073	scaffold19367_1
scaffold19368_size1073	scaffold19368_1
scaffold19369_size1073	scaffold19369_1
scaffold19370_size1073	scaffold19370_1
scaffold19371_size1073	scaffold19371_1
scaffold19372_size1072	scaffold19372_1
scaffold19373_size1072	scaffold19373_1
scaffold19374_size1072	scaffold19374_1
scaffold19375_size1072	scaffold19375_1
scaffold19376_size1071	scaffold19376_1
scaffold19377_size1071	scaffold19377_1
scaffold19378_size1070	scaffold19378_1
scaffold19379_size1070	scaffold19379_1
scaffold19380_size1070	scaffold19380_1
scaffold19381_size1070	scaffold19381_1
scaffold19382_size1069	scaffold19382_1
scaffold19383_size1069	scaffold19383_1
scaffold19384_size1069	scaffold19384_1
scaffold19385_size1069	scaffold19385_1
scaffold19386_size1068	scaffold19386_1
scaffold19387_size1068	scaffold19387_1
scaffold19388_size1068	scaffold19388_1
scaffold19389_size1068	scaffold19389_1
scaffold19390_size1067	scaffold19390_1
scaffold19391_size1067	scaffold19391_1
scaffold19392_size1067	scaffold19392_1
scaffold19393_size1067	scaffold19393_1
scaffold19394_size1067	scaffold19394_1
scaffold19395_size1067	scaffold19395_1
scaffold19396_size1066	scaffold19396_1
scaffold19397_size1066	scaffold19397_1
scaffold19398_size1066	scaffold19398_1
scaffold19399_size1066	scaffold19399_1
scaffold19400_size1065	scaffold19400_1
scaffold19401_size1065	scaffold19401_1
scaffold19402_size1065	scaffold19402_1
scaffold19403_size1065	scaffold19403_1
scaffold19404_size1065	scaffold19404_1
scaffold19405_size1064	scaffold19405_1
scaffold19406_size1063	scaffold19406_1
scaffold19407_size1063	scaffold19407_1
scaffold19408_size1063	scaffold19408_1
scaffold19409_size1063	scaffold19409_1
scaffold19410_size1063	scaffold19410_1
scaffold19411_size1063	scaffold19411_1
scaffold19412_size1063	scaffold19412_1
scaffold19413_size1062	scaffold19413_1
scaffold19414_size1062	scaffold19414_1
scaffold19415_size1062	scaffold19415_1
scaffold19416_size1062	scaffold19416_1
scaffold19417_size1062	scaffold19417_1
scaffold19418_size1062	scaffold19418_1
scaffold19419_size1062	scaffold19419_1
scaffold19420_size1061	scaffold19420_1
scaffold19421_size1061	scaffold19421_1
scaffold19422_size1061	scaffold19422_1
