scaffold	pos	zscore	pvalue	adjpvalue	beta	FDRpvalue	absBetax1000
scaffold8372_size9928	5820	-5.230669278	5.66E-06	1.59E-05	-9.69E-05	0.049970723	9.69E-02
scaffold8372_size9928	7923	-5.592417251	1.77E-06	3.95E-06	-0.000108166	0.027041949	1.08E-01
scaffold8372_size9928	8197	-6.738753783	4.34E-08	2.70E-08	-0.00011404	0.001871926	1.14E-01
scaffold8372_size9928	8333	-5.342585436	3.95E-06	1.04E-05	-7.94E-05	0.041806169	7.94E-02
scaffold8372_size9928	8351	-5.722984331	1.16E-06	2.34E-06	-9.38E-05	0.020852975	9.38E-02
scaffold8372_size9928	8352	-5.722984331	1.16E-06	2.34E-06	-9.38E-05	0.020852975	9.38E-02
scaffold8372_size9928	8353	-5.722984331	1.16E-06	2.34E-06	-9.38E-05	0.020852975	9.38E-02
scaffold8372_size9928	8386	-5.588084059	1.79E-06	4.01E-06	-7.83E-05	0.027262909	7.83E-02
scaffold8411_size9842	199	-5.616421086	1.63E-06	3.59E-06	-8.53E-05	0.025833804	8.53E-02
scaffold8416_size9836	8982	-5.279603898	4.84E-06	1.32E-05	-0.000105648	0.046652371	1.06E-01
scaffold8416_size9836	9013	-5.937811673	5.78E-07	9.62E-07	-8.33E-05	0.013702365	8.33E-02
scaffold8437_size9787	1126	-5.677195362	1.34E-06	2.81E-06	-8.25E-05	0.02274885	8.25E-02
scaffold8474_size9681	1312	-5.751279863	1.06E-06	2.08E-06	-9.67E-05	0.019827218	9.67E-02
scaffold8475_size9680	5123	-5.4114469	3.17E-06	8.01E-06	-0.000124491	0.037262078	1.24E-01
scaffold8475_size9680	5160	-5.514793579	2.27E-06	5.36E-06	-0.000148866	0.030815002	1.49E-01
scaffold8492_size9645	1870	5.707556563	1.22E-06	2.49E-06	0.000168116	0.021388166	1.68E-01
scaffold8492_size9645	1879	5.955823697	5.45E-07	8.92E-07	0.000184321	0.013147927	1.84E-01
scaffold8492_size9645	1883	5.955823697	5.45E-07	8.92E-07	0.000184321	0.013147927	1.84E-01
scaffold8492_size9645	1896	5.637061373	1.53E-06	3.30E-06	0.000177893	0.024885019	1.78E-01
scaffold8492_size9645	1995	5.442557378	2.86E-06	7.10E-06	0.000197427	0.035140678	1.97E-01
scaffold8492_size9645	7253	5.364899785	3.68E-06	9.58E-06	0.000197081	0.040343349	1.97E-01
scaffold8492_size9645	7567	5.58275687	1.82E-06	4.10E-06	0.00021296	0.027473562	2.13E-01
scaffold8492_size9645	7735	5.908436978	6.36E-07	1.09E-06	0.000212104	0.014445413	2.12E-01
scaffold8510_size9609	3965	-5.357602271	3.77E-06	9.85E-06	-5.64E-05	0.040782182	5.64E-02
scaffold8520_size9583	8299	5.253715759	5.26E-06	1.46E-05	8.75E-05	0.04852941	8.75E-02
scaffold8555_size9508	8540	7.832977316	1.33E-09	1.03E-10	0.000109975	0.00010767	1.10E-01
scaffold8555_size9508	8614	7.224431923	9.15E-09	2.51E-09	9.46E-05	0.000526224	9.46E-02
scaffold8563_size9483	2815	-5.435285077	2.93E-06	7.31E-06	-0.000106513	0.035661278	1.07E-01
scaffold8563_size9483	2836	-6.067440784	3.80E-07	5.55E-07	-0.000120656	0.010661962	1.21E-01
scaffold8595_size9373	4988	-5.435895353	2.93E-06	7.29E-06	-5.57E-05	0.035628819	5.57E-02
scaffold8606_size9333	2232	-5.250022008	5.32E-06	1.48E-05	-7.19E-05	0.048733717	7.19E-02
scaffold8606_size9333	2236	-5.798845364	9.06E-07	1.71E-06	-9.26E-05	0.017748079	9.26E-02
scaffold8638_size9252	8871	5.800591267	9.01E-07	1.70E-06	9.05E-05	0.017748079	9.05E-02
scaffold8638_size9252	8946	5.375736806	3.55E-06	9.19E-06	9.98E-05	0.039726206	9.98E-02
scaffold8662_size9173	1094	5.798442795	9.08E-07	1.72E-06	0.000151844	0.017748079	1.52E-01
scaffold8669_size9158	1109	-5.276719432	4.88E-06	1.34E-05	-0.000103536	0.04693702	1.04E-01
scaffold8691_size9109	8415	-5.313253581	4.34E-06	1.17E-05	-6.54E-05	0.044059252	6.54E-02
scaffold8709_size9053	283	-5.583814943	1.82E-06	4.08E-06	-0.000114977	0.027397304	1.15E-01
scaffold8709_size9053	382	-5.466431346	2.65E-06	6.47E-06	-0.000114419	0.033447992	1.14E-01
scaffold8739_size8954	6785	5.973059916	5.16E-07	8.30E-07	8.71E-05	0.012918124	8.71E-02
scaffold8750_size8922	8615	5.517145461	2.25E-06	5.31E-06	8.15E-05	0.030740184	8.15E-02
scaffold8750_size8922	8723	5.899949564	6.53E-07	1.13E-06	7.33E-05	0.01476041	7.33E-02
scaffold8753_size8916	5412	-5.235283098	5.58E-06	1.56E-05	-5.57E-05	0.049833542	5.57E-02
scaffold8753_size8916	5537	-5.251383754	5.30E-06	1.47E-05	-6.76E-05	0.048637958	6.76E-02
scaffold8766_size8878	4039	-5.756426208	1.04E-06	2.04E-06	-7.48E-05	0.019584702	7.48E-02
scaffold8766_size8878	4048	-5.525601926	2.19E-06	5.14E-06	-8.98E-05	0.030338213	8.98E-02
scaffold8766_size8878	4110	-6.043544338	4.10E-07	6.15E-07	-8.21E-05	0.011347974	8.21E-02
scaffold8797_size8796	8456	-5.25347687	5.26E-06	1.46E-05	-8.33E-05	0.04852941	8.33E-02
scaffold8835_size8694	8051	-5.405866736	3.22E-06	8.18E-06	-7.18E-05	0.037726069	7.18E-02
scaffold8835_size8694	8108	-5.407856517	3.20E-06	8.12E-06	-6.95E-05	0.037562969	6.95E-02
scaffold8875_size8602	83	5.343524319	3.94E-06	1.04E-05	0.000113868	0.041801097	1.14E-01
scaffold8875_size8602	153	6.025580357	4.35E-07	6.64E-07	0.000113266	0.011755545	1.13E-01
scaffold8883_size8590	5486	-5.522486914	2.21E-06	5.20E-06	-7.87E-05	0.030507348	7.87E-02
scaffold8883_size8590	6799	-5.659308177	1.42E-06	3.02E-06	-3.76E-05	0.023695484	3.76E-02
scaffold8887_size8587	7591	-6.143823297	2.97E-07	4.00E-07	-0.00011349	0.008966379	1.13E-01
scaffold8917_size8522	973	-5.517921514	2.25E-06	5.29E-06	-7.28E-05	0.030691791	7.28E-02
scaffold8918_size8522	7258	-5.256278512	5.22E-06	1.45E-05	-6.01E-05	0.04852941	6.01E-02
scaffold8929_size8494	4656	5.540613607	2.09E-06	4.84E-06	0.000266784	0.02971633	2.67E-01
scaffold8929_size8494	5293	5.401188624	3.27E-06	8.33E-06	0.000230193	0.038091003	2.30E-01
scaffold8941_size8470	109	-5.7064661	1.22E-06	2.50E-06	-9.74E-05	0.021414682	9.74E-02
scaffold8941_size8470	139	-5.320492222	4.24E-06	1.13E-05	-9.41E-05	0.043668498	9.41E-02
scaffold8962_size8409	673	-5.373589232	3.58E-06	9.26E-06	-4.79E-05	0.039840812	4.79E-02
scaffold8967_size8388	267	6.21301308	2.37E-07	2.96E-07	7.61E-05	0.007629141	7.61E-02
scaffold8967_size8388	292	5.329870995	4.12E-06	1.09E-05	7.44E-05	0.042919148	7.44E-02
scaffold9008_size8276	5243	-5.712637264	1.20E-06	2.44E-06	-3.13E-05	0.021158708	3.13E-02
scaffold9082_size8111	6245	-5.467801386	2.64E-06	6.44E-06	-9.81E-05	0.033406508	9.81E-02
scaffold9085_size8106	7816	-7.054192805	1.58E-08	5.87E-09	-4.26E-05	0.00074493	4.26E-02
scaffold9092_size8094	7512	-5.236059744	5.57E-06	1.56E-05	-5.07E-05	0.049764726	5.07E-02
scaffold9092_size8094	7514	-5.236059744	5.57E-06	1.56E-05	-5.07E-05	0.049764726	5.07E-02
scaffold9111_size8058	239	-5.378833056	3.52E-06	9.08E-06	-5.85E-05	0.039529688	5.85E-02
scaffold9155_size7917	6575	5.473534661	2.59E-06	6.30E-06	0.000128072	0.033068118	1.28E-01
scaffold9155_size7917	6606	5.423155005	3.05E-06	7.66E-06	0.000123863	0.036491253	1.24E-01
scaffold9155_size7917	6607	6.092206314	3.51E-07	4.99E-07	0.000135516	0.010065865	1.36E-01
scaffold9185_size7842	634	-6.113908949	3.27E-07	4.55E-07	-7.02E-05	0.009550321	7.02E-02
scaffold9185_size7842	847	-5.341351887	3.97E-06	1.05E-05	-5.55E-05	0.041896269	5.55E-02
scaffold9206_size7793	7397	-5.560316326	1.96E-06	4.48E-06	-0.000110826	0.028382699	1.11E-01
scaffold9206_size7793	7398	-5.560316326	1.96E-06	4.48E-06	-0.000110826	0.028382699	1.11E-01
scaffold9206_size7793	7514	-5.400821928	3.28E-06	8.35E-06	-9.65E-05	0.038091003	9.65E-02
scaffold9207_size7791	7397	-5.245545661	5.40E-06	1.50E-05	-0.000124831	0.049075568	1.25E-01
scaffold9207_size7791	7419	-5.487064475	2.48E-06	5.97E-06	-0.00012628	0.032185765	1.26E-01
scaffold9208_size7787	596	5.913264746	6.26E-07	1.07E-06	5.99E-05	0.014330304	5.99E-02
scaffold9333_size7506	1560	-5.595325637	1.75E-06	3.90E-06	-8.59E-05	0.026910643	8.59E-02
scaffold9408_size7373	3381	-5.712538049	1.20E-06	2.44E-06	-9.07E-05	0.021158708	9.07E-02
scaffold9428_size7324	2105	-6.421055951	1.21E-07	1.17E-07	-3.53E-05	0.004529785	3.53E-02
scaffold9428_size7324	2109	-7.481091806	4.05E-09	6.72E-10	-4.44E-05	0.000252057	4.44E-02
scaffold9428_size7324	2186	-6.399287279	1.30E-07	1.29E-07	-4.64E-05	0.004785204	4.64E-02
scaffold9428_size7324	2455	-5.290845948	4.67E-06	1.27E-05	-4.24E-05	0.045856891	4.24E-02
scaffold9441_size7302	355	-5.727188522	1.14E-06	2.30E-06	-6.97E-05	0.020747547	6.97E-02
scaffold9450_size7290	4234	-5.586317622	1.80E-06	4.04E-06	-8.28E-05	0.027270003	8.28E-02
scaffold9458_size7281	606	-5.468260917	2.64E-06	6.43E-06	-8.29E-05	0.033388578	8.29E-02
scaffold9458_size7281	654	-5.493751355	2.43E-06	5.82E-06	-6.96E-05	0.031779664	6.96E-02
scaffold9463_size7272	751	-5.449116217	2.80E-06	6.93E-06	-5.14E-05	0.034774472	5.14E-02
scaffold9463_size7272	6558	5.390605362	3.39E-06	8.68E-06	0.000102612	0.038793384	1.03E-01
scaffold9524_size7137	1894	-5.954410868	5.48E-07	8.97E-07	-9.14E-05	0.013176157	9.14E-02
scaffold9578_size7006	1381	-6.01467062	4.51E-07	6.96E-07	-0.000150951	0.012044896	1.51E-01
scaffold9578_size7006	1397	-5.782557465	9.55E-07	1.83E-06	-0.000131774	0.018445755	1.32E-01
scaffold9578_size7006	1528	-5.547076952	2.04E-06	4.72E-06	-9.55E-05	0.029212622	9.55E-02
scaffold9578_size7006	2422	-5.25504096	5.24E-06	1.45E-05	-8.77E-05	0.04852941	8.77E-02
scaffold9578_size7006	3638	-5.342238808	3.96E-06	1.04E-05	-4.68E-05	0.041818825	4.68E-02
scaffold9578_size7006	4270	-5.299773577	4.54E-06	1.23E-05	-8.19E-05	0.045095447	8.19E-02
scaffold9578_size7006	4279	-5.551152652	2.02E-06	4.65E-06	-0.000123253	0.028879155	1.23E-01
scaffold9578_size7006	4348	-5.478556345	2.55E-06	6.18E-06	-9.66E-05	0.032677933	9.66E-02
scaffold9578_size7006	5059	-5.93511594	5.83E-07	9.73E-07	-0.000143572	0.013743407	1.44E-01
scaffold9578_size7006	5070	-5.260133198	5.15E-06	1.42E-05	-4.68E-05	0.048188744	4.68E-02
scaffold9578_size7006	5129	-5.431803236	2.97E-06	7.41E-06	-0.000111742	0.035894721	1.12E-01
scaffold9578_size7006	5143	-5.508526531	2.32E-06	5.49E-06	-0.000127338	0.031171019	1.27E-01
scaffold9599_size6967	423	-5.4344332	2.94E-06	7.33E-06	-0.000115199	0.035729594	1.15E-01
scaffold9630_size6906	960	-5.241510842	5.47E-06	1.53E-05	-6.80E-05	0.049399116	6.80E-02
scaffold9749_size6648	250	-5.451610856	2.78E-06	6.86E-06	-8.21E-05	0.034588746	8.21E-02
scaffold9758_size6629	5505	-5.657551185	1.43E-06	3.04E-06	-6.99E-05	0.0237236	6.99E-02
scaffold9765_size6619	4252	-5.322840274	4.21E-06	1.12E-05	-2.04E-05	0.043428569	2.04E-02
scaffold9772_size6608	639	-5.935980781	5.82E-07	9.70E-07	-3.88E-05	0.013741279	3.88E-02
scaffold9772_size6608	2354	-5.363476633	3.70E-06	9.63E-06	-3.98E-05	0.040391961	3.98E-02
scaffold9786_size6589	1783	5.434202728	2.94E-06	7.34E-06	0.000133449	0.035729594	1.33E-01
scaffold9791_size6579	914	-5.489887076	2.46E-06	5.91E-06	-7.61E-05	0.031974949	7.61E-02
scaffold9791_size6579	918	-5.310444876	4.38E-06	1.18E-05	-7.90E-05	0.044228738	7.90E-02
scaffold9808_size6550	5186	-5.533725762	2.14E-06	4.98E-06	-7.37E-05	0.029904111	7.37E-02
scaffold9918_size6322	5316	6.089055115	3.54E-07	5.06E-07	0.000125477	0.010102863	1.25E-01
scaffold9918_size6322	5332	6.386661751	1.35E-07	1.37E-07	0.000130964	0.004959722	1.31E-01
scaffold9918_size6322	5347	5.535825124	2.12E-06	4.94E-06	0.000124803	0.029870111	1.25E-01
scaffold9918_size6322	5376	5.266888202	5.04E-06	1.39E-05	0.000126756	0.047793831	1.27E-01
scaffold9984_size6209	4073	-5.702043901	1.24E-06	2.54E-06	-8.58E-05	0.021585379	8.58E-02
scaffold9996_size6185	922	-5.391414445	3.38E-06	8.65E-06	-8.17E-05	0.038767479	8.17E-02
scaffold9996_size6185	923	-5.608995842	1.67E-06	3.69E-06	-8.38E-05	0.026140077	8.38E-02
scaffold9996_size6185	940	-5.827287288	8.27E-07	1.52E-06	-7.23E-05	0.016624679	7.23E-02
scaffold10008_size6175	909	-5.527625365	2.18E-06	5.10E-06	-9.69E-05	0.030256925	9.69E-02
scaffold10016_size6170	1302	6.191736711	2.54E-07	3.24E-07	0.000125984	0.007979959	1.26E-01
scaffold10016_size6170	1409	5.402814359	3.26E-06	8.28E-06	0.000120403	0.038016305	1.20E-01
scaffold10034_size6138	627	-5.337398952	4.02E-06	1.06E-05	-6.69E-05	0.042186557	6.69E-02
scaffold10061_size6088	839	-5.622523879	1.60E-06	3.50E-06	-6.63E-05	0.025632777	6.63E-02
scaffold10061_size6088	864	-5.869865806	7.20E-07	1.28E-06	-7.46E-05	0.015720908	7.46E-02
scaffold10061_size6088	881	-5.356451965	3.78E-06	9.89E-06	-7.38E-05	0.040926414	7.38E-02
scaffold10113_size5978	2904	-5.273351549	4.94E-06	1.36E-05	-6.05E-05	0.047241645	6.05E-02
scaffold10254_size5748	1592	-5.50137763	2.37E-06	5.65E-06	-5.89E-05	0.031409356	5.89E-02
scaffold10269_size5717	5177	-5.58216265	1.83E-06	4.11E-06	-4.45E-05	0.027520781	4.45E-02
scaffold10276_size5711	4584	-5.773358852	9.84E-07	1.90E-06	-5.59E-05	0.018774878	5.59E-02
scaffold10361_size5581	5089	5.249347966	5.33E-06	1.48E-05	0.000103053	0.04875245	1.03E-01
scaffold10385_size5542	5216	-5.351651757	3.84E-06	1.01E-05	-0.000177757	0.041218182	1.78E-01
scaffold10433_size5453	1061	-5.428940081	2.99E-06	7.49E-06	-9.63E-05	0.036039208	9.63E-02
scaffold10564_size5227	4192	5.258436503	5.18E-06	1.43E-05	9.05E-05	0.048381615	9.05E-02
scaffold10662_size5077	4549	-6.834653999	3.19E-08	1.71E-08	-7.68E-05	0.001355601	7.68E-02
scaffold10775_size4911	4260	-5.430589978	2.98E-06	7.44E-06	-8.05E-05	0.035915206	8.05E-02
scaffold10838_size6941	1049	5.861507517	7.40E-07	1.32E-06	0.000175493	0.015822539	1.75E-01
scaffold10838_size6941	1293	-5.471525645	2.61E-06	6.35E-06	-0.000155458	0.03317789	1.55E-01
scaffold10838_size6941	1368	-5.37747299	3.53E-06	9.13E-06	-0.000182813	0.039592068	1.83E-01
scaffold10850_size4807	1473	-5.415751622	3.12E-06	7.88E-06	-9.41E-05	0.036993636	9.41E-02
scaffold10850_size4807	1484	-5.440029979	2.89E-06	7.17E-06	-9.61E-05	0.035258009	9.61E-02
scaffold10850_size4807	1485	-5.440029979	2.89E-06	7.17E-06	-9.61E-05	0.035258009	9.61E-02
scaffold10964_size4665	4335	-5.408450626	3.20E-06	8.10E-06	-7.93E-05	0.037556197	7.93E-02
scaffold11075_size4526	3147	-5.252002141	5.29E-06	1.47E-05	-7.63E-05	0.048592611	7.63E-02
scaffold11138_size4425	498	-6.001325166	4.71E-07	7.36E-07	-0.000192887	0.012236359	1.93E-01
scaffold11349_size4140	3084	-5.442204366	2.87E-06	7.11E-06	-6.68E-05	0.035140678	6.68E-02
scaffold11393_size4068	3734	5.983766291	4.98E-07	7.93E-07	0.000111556	0.012663625	1.12E-01
scaffold11415_size4041	3064	-5.417707841	3.10E-06	7.82E-06	-5.50E-05	0.036896911	5.50E-02
scaffold11415_size4041	3066	-5.417707841	3.10E-06	7.82E-06	-5.50E-05	0.036896911	5.50E-02
scaffold11462_size3989	2588	-5.733254811	1.12E-06	2.24E-06	-7.52E-05	0.020465681	7.52E-02
scaffold11462_size3989	3170	-5.298945407	4.55E-06	1.23E-05	-7.53E-05	0.045191967	7.53E-02
scaffold11493_size3945	3031	-5.471871149	2.61E-06	6.34E-06	-0.000124141	0.033161655	1.24E-01
scaffold11598_size3730	3087	5.637025334	1.53E-06	3.30E-06	0.000200493	0.024885019	2.00E-01
scaffold11598_size3730	3232	5.233050381	5.62E-06	1.58E-05	0.000178016	0.049932257	1.78E-01
scaffold11598_size3730	3516	6.678914863	5.26E-08	3.57E-08	0.000188744	0.002174094	1.89E-01
scaffold11600_size3729	253	-6.082692684	3.62E-07	5.20E-07	-4.13E-05	0.010258161	4.13E-02
scaffold11601_size3728	525	5.721279393	1.16E-06	2.35E-06	3.25E-05	0.020894001	3.25E-02
scaffold11814_size3327	3134	6.013699256	4.52E-07	6.98E-07	0.000114339	0.012044896	1.14E-01
scaffold12005_size3005	2515	5.530489184	2.16E-06	5.04E-06	0.000120219	0.030113062	1.20E-01
scaffold12005_size3005	2559	5.764132516	1.01E-06	1.98E-06	0.00012888	0.019189327	1.29E-01
scaffold12005_size3005	2743	6.492369293	9.61E-08	8.47E-08	0.000109864	0.003671657	1.10E-01
scaffold12005_size3005	2758	5.256307834	5.21E-06	1.45E-05	8.70E-05	0.04852941	8.70E-02
scaffold12041_size2941	1338	6.309969892	1.73E-07	1.93E-07	0.000144857	0.005974485	1.45E-01
scaffold12247_size2690	888	-5.467000263	2.65E-06	6.46E-06	-6.76E-05	0.033432441	6.76E-02
scaffold12377_size2564	1646	-5.964530293	5.30E-07	8.60E-07	-5.71E-05	0.013082149	5.71E-02
scaffold12377_size2564	1922	5.231430054	5.65E-06	1.59E-05	0.000125978	0.049964012	1.26E-01
scaffold12766_size2282	1465	-5.311742	4.36E-06	1.17E-05	-3.98E-05	0.044194485	3.98E-02
scaffold12915_size2202	973	-6.267233488	1.99E-07	2.33E-07	-8.55E-05	0.006629996	8.55E-02
scaffold12954_size2186	470	-5.41322479	3.15E-06	7.96E-06	-7.03E-05	0.037156044	7.03E-02
scaffold13004_size2160	1188	-6.04081568	4.14E-07	6.22E-07	-5.41E-05	0.011376971	5.41E-02
scaffold13064_size2133	764	5.745417914	1.08E-06	2.13E-06	0.000100202	0.019876969	1.00E-01
scaffold13087_size2125	1061	-7.138066769	1.21E-08	3.87E-09	-0.000131433	0.000654751	1.31E-01
scaffold13087_size2125	1126	-6.499446675	9.39E-08	8.20E-08	-0.000115025	0.003597265	1.15E-01
scaffold13192_size2088	411	-5.52204387	2.22E-06	5.21E-06	-8.38E-05	0.030519958	8.38E-02
scaffold13243_size2068	1559	-5.764869885	1.01E-06	1.97E-06	-5.85E-05	0.01916714	5.85E-02
scaffold13244_size2067	1287	-6.92799047	2.36E-08	1.09E-08	-4.31E-05	0.001019447	4.31E-02
scaffold13276_size2055	113	5.789487001	9.34E-07	1.78E-06	0.000136494	0.01820097	1.36E-01
scaffold13489_size1972	122	6.34936332	1.53E-07	1.62E-07	0.000226468	0.005536588	2.26E-01
scaffold13489_size1972	126	6.356934012	1.49E-07	1.56E-07	0.000225432	0.005405246	2.25E-01
scaffold13489_size1972	207	6.1425991	2.98E-07	4.02E-07	0.000215003	0.008994818	2.15E-01
scaffold13489_size1972	211	6.261343058	2.03E-07	2.39E-07	0.000224761	0.00665354	2.25E-01
scaffold13489_size1972	414	-5.972335432	5.17E-07	8.32E-07	-0.000128426	0.012918124	1.28E-01
scaffold13489_size1972	500	-5.278992271	4.85E-06	1.33E-05	-9.55E-05	0.046691873	9.55E-02
scaffold13489_size1972	519	5.285836573	4.74E-06	1.29E-05	0.000131094	0.04617631	1.31E-01
scaffold13503_size1967	1676	-5.342418643	3.95E-06	1.04E-05	-7.76E-05	0.041806169	7.76E-02
scaffold13556_size1954	1351	-5.848122601	7.73E-07	1.40E-06	-6.16E-05	0.016160151	6.16E-02
scaffold13702_size1906	811	-5.505530647	2.34E-06	5.56E-06	-8.50E-05	0.031271247	8.50E-02
scaffold13714_size1904	240	5.807289157	8.82E-07	1.66E-06	0.000213276	0.017417946	2.13E-01
scaffold13714_size1904	304	5.394202265	3.35E-06	8.56E-06	0.000159652	0.038618697	1.60E-01
scaffold13714_size1904	387	5.734654555	1.12E-06	2.23E-06	0.000199456	0.020435659	1.99E-01
scaffold13714_size1904	441	6.319721057	1.68E-07	1.85E-07	0.000211923	0.00587537	2.12E-01
scaffold13714_size1904	455	6.072259184	3.74E-07	5.44E-07	0.000193939	0.010498278	1.94E-01
scaffold13714_size1904	927	5.248062614	5.35E-06	1.49E-05	0.000148583	0.048873616	1.49E-01
scaffold13714_size1904	1400	5.796403732	9.14E-07	1.73E-06	0.000156965	0.01785625	1.57E-01
scaffold13714_size1904	1406	5.433679419	2.95E-06	7.35E-06	0.000158344	0.035747542	1.58E-01
scaffold13842_size1868	1537	-5.369231433	3.63E-06	9.42E-06	-4.64E-05	0.040096936	4.64E-02
scaffold13842_size1868	1553	-6.266046509	2.00E-07	2.34E-07	-5.46E-05	0.006629996	5.46E-02
scaffold14008_size1826	1475	-5.467339821	2.64E-06	6.45E-06	-5.72E-05	0.033406508	5.72E-02
scaffold14074_size1811	368	5.283482767	4.78E-06	1.30E-05	8.22E-05	0.046345492	8.22E-02
scaffold14077_size1811	188	-5.49113453	2.45E-06	5.88E-06	-7.86E-05	0.031885198	7.86E-02
scaffold14077_size1811	208	-6.016681794	4.48E-07	6.90E-07	-0.000133027	0.012043729	1.33E-01
scaffold14077_size1811	224	-5.457063608	2.73E-06	6.71E-06	-0.000124788	0.034124187	1.25E-01
scaffold14077_size1811	225	-5.364393774	3.68E-06	9.60E-06	-0.000112315	0.040372705	1.12E-01
scaffold14077_size1811	266	-5.448919778	2.81E-06	6.93E-06	-0.000114218	0.034784308	1.14E-01
scaffold14077_size1811	291	-5.267103592	5.04E-06	1.39E-05	-0.000109469	0.047793831	1.09E-01
scaffold14145_size1796	1268	-6.000134468	4.72E-07	7.40E-07	-0.000100988	0.012267394	1.01E-01
scaffold14145_size1796	1277	-6.274220298	1.95E-07	2.26E-07	-0.00011059	0.006500266	1.11E-01
scaffold14145_size1796	1318	5.299260091	4.54E-06	1.23E-05	0.000203951	0.045154061	2.04E-01
scaffold14320_size1754	263	-5.241619402	5.47E-06	1.53E-05	-6.38E-05	0.049399116	6.38E-02
scaffold14468_size1721	1085	-5.70120101	1.24E-06	2.55E-06	-8.66E-05	0.021599099	8.66E-02
scaffold14507_size1712	852	-7.061843677	1.54E-08	5.66E-09	-0.00011205	0.000740973	1.12E-01
scaffold14590_size1694	244	6.548051973	8.03E-08	6.56E-08	0.000140357	0.003092251	1.40E-01
scaffold14637_size1685	1334	-5.657733949	1.43E-06	3.04E-06	-0.000114812	0.0237236	1.15E-01
scaffold14637_size1685	1448	-5.538151826	2.10E-06	4.89E-06	-0.000105283	0.029761819	1.05E-01
scaffold14637_size1685	1515	-5.533766551	2.13E-06	4.98E-06	-9.06E-05	0.029904111	9.06E-02
scaffold14637_size1685	1520	-5.884260655	6.87E-07	1.20E-06	-0.00011045	0.015165363	1.10E-01
scaffold14637_size1685	1523	-5.924431931	6.04E-07	1.02E-06	-0.000107854	0.014017218	1.08E-01
scaffold14637_size1685	1537	-5.63430903	1.54E-06	3.34E-06	-0.000105653	0.025008517	1.06E-01
scaffold14640_size1685	43	-5.561457895	1.95E-06	4.46E-06	-6.45E-05	0.028374768	6.45E-02
scaffold14640_size1685	44	-5.561457895	1.95E-06	4.46E-06	-6.45E-05	0.028374768	6.45E-02
scaffold14640_size1685	101	-5.637497065	1.53E-06	3.30E-06	-7.22E-05	0.024885019	7.22E-02
scaffold14640_size1685	113	-5.575300836	1.87E-06	4.22E-06	-8.16E-05	0.027975571	8.16E-02
scaffold14640_size1685	114	-5.575300836	1.87E-06	4.22E-06	-8.16E-05	0.027975571	8.16E-02
scaffold14736_size1663	804	-5.694045896	1.27E-06	2.63E-06	-9.45E-05	0.021967119	9.45E-02
scaffold15067_size1609	466	5.720491765	1.17E-06	2.36E-06	0.000126028	0.020908757	1.26E-01
scaffold15067_size1609	626	5.31828203	4.27E-06	1.14E-05	0.000119308	0.043812859	1.19E-01
scaffold15067_size1609	782	5.811134745	8.71E-07	1.63E-06	0.000127812	0.017251642	1.28E-01
scaffold15111_size1601	653	-5.691585146	1.28E-06	2.65E-06	-2.82E-05	0.022074248	2.82E-02
scaffold15121_size1600	516	5.231126545	5.65E-06	1.59E-05	0.000119341	0.049964012	1.19E-01
scaffold15260_size1578	253	-5.412811203	3.15E-06	7.97E-06	-8.54E-05	0.03716564	8.54E-02
scaffold15384_size1560	341	5.590349558	1.78E-06	3.98E-06	0.000123835	0.027161773	1.24E-01
scaffold15453_size1551	334	-6.033842059	4.24E-07	6.41E-07	-0.000107736	0.01154293	1.08E-01
scaffold15453_size1551	376	-5.305363782	4.45E-06	1.20E-05	-0.000103997	0.044615816	1.04E-01
